StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 16:42:13,2026-04-21 16:45:41,0,,100,208,1,2026-04-21 16:45:42,R_3ThAe1diEjJ3yUx,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve, the team leader, was awarded a performance bonus for exceeding sales targets and had to decide whether to keep the full amount or share it with his teammate Max, who played an important role in their success.",0,0,2.107,0,9.651,9.651,13.347,1,"if i send $1.5 of my money to player 2, we will each make $4.5 overall which i think is fair that we make the same amount.",5.917,7.8,8.785,2,,,,,11.21,15.443,17.782,2,0,0,0.207,0,0,4.5,699f5bb96748d570ed925027,69e7a8dfb690786d0835ba68,69e7557895b8b62fbc3c50b8,1.5,"if i send $1.5 of my money to player 2, we will each make $4.5 overall which i think is fair that we make the same amount.",0,1,1,2,
2026-04-21 16:09:44,2026-04-21 16:30:50,0,,100,1266,1,2026-04-21 16:45:58,R_8tSq3idPsAGib9D,,,,,,,anonymous,EN,1,,,1,1,3,2,"I think that James should give a minimal amount to Mark but not tell him that it's from the government, because then Mark might think he should have given him half, but James needs needs the money as well, so I wouldn't give half, but as Mark is struggling as well I would give him a little. ",0,0,2.104,0,3.301,24.413,29.855,3,"Well it wasn't quite half but it wasn't nothing or the minimum amount I could give. If I was player 2 I would have been upset if I hadn't been sent anything and they might need the money too, so even though I need money badly I gave them some so they would hopefully be happy with that and it would make their day good as well. And I chose that amount because if I gave half it would give me far less and I didn't feel comfy giving nothing or less than that. ",14.565,28.754,31.931,2,,,,,,,,,0,0,0.203,0,0,4,5772fa6dca706f000190e51f,69e7a13a6ae08285129f5d9a,69e7557895b8b62fbc3c50b8,2,"Well it wasn't quite half but it wasn't nothing or the minimum amount I could give. If I was player 2 I would have been upset if I hadn't been sent anything and they might need the money too, so even though I need money badly I gave them some so they would hopefully be happy with that and it would make their day good as well. And I chose that amount because if I gave half it would give me far less and I didn't feel comfy giving nothing or less than that. ",2,,1,4,
2026-04-21 16:42:36,2026-04-21 16:46:38,0,,100,241,1,2026-04-21 16:46:39,R_3f724gIdGRWkqHL,,,,,,,anonymous,EN,1,,,1,1,3,2,Team leader Steve was given the full bonus his team had earned. He now had to choose to keep it all or give some to his teammate.,0,0,2.011,0,26.942,29.936,48.039,2,I chose the amount that should make it so both people get the same amount of money. That seems most fair.,5.143,6.299,11.461,2,,,,,9.925,12.422,15.74,2,0,0,0.209,0,0,4.5,694d98face021af3555a235e,69e7a8f5338ee006fe107304,69e7557895b8b62fbc3c50b8,1.5,I chose the amount that should make it so both people get the same amount of money. That seems most fair.,0,1,1,2,
2026-04-21 16:46:26,2026-04-21 16:46:43,0,,100,17,1,2026-04-21 16:46:43,R_2HSWd5jU4EI9Yhc,,,,,,,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69e7a657dc1a57f25ad8e104,69e7a9d27f837dd03e5a1b65,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 16:39:19,2026-04-21 16:46:44,0,,100,444,1,2026-04-21 16:46:44,R_2xFyPw2vQnPFQmE,,,,,,,anonymous,EN,1,,,1,1,3,2,"After struggling financially, James receives financial support. But when he sees his neighbor Mark - who didn't receive support - he is left to choose whether to keep his money or help Mark out.",0,0,2.022,0,20.601,30.723,47.075,4,"If they receive 12, I am hoping they will send back 5, so we are each making a 7 profit. However, in case they choose to keep it all I would still be happy with the 2 I am left with, as it is something I didn't have before.",5.487,18.965,20.35,6,,,,,6.996,12.652,14.42,5,0,0,0.107,0,0,2,676aa3e3cd798fba4a28a981,69e7a830d003e9c11344afb2,69e7557895b8b62fbc3c50b8,4,"If they receive 12, I am hoping they will send back 5, so we are each making a 7 profit. However, in case they choose to keep it all I would still be happy with the 2 I am left with, as it is something I didn't have before.",4,2,1,4,
2026-04-21 16:36:26,2026-04-21 16:46:44,0,,100,618,1,2026-04-21 16:46:45,R_7rkzlq90vM7wWPv,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was having rough financial times and was selected to get financial assistance. When he went to collect it his neighbor, Mark, was there and he did not get the assistance and James had to decide if he should keep all the financial assistance or give some to Mark. ",0,0,2.007,0,32.803,54.226,58.036,5,"I sent 1.50 because then we have an equal amount if the player doesn't send anything back. It would give me 4.50 and give them 4.50, since it is multiplied by 3. This would make it even. ",8.881,17.862,19.737,7,,,,,12.97,16.903,20.492,3,0,0,0.205,0,0,4.5,629e1261dc860cbee1a8be12,69e7a77d9f843a1ee6880595,69e7557895b8b62fbc3c50b8,1.5,"I sent 1.50 because then we have an equal amount if the player doesn't send anything back. It would give me 4.50 and give them 4.50, since it is multiplied by 3. This would make it even. ",0,0.5,1,4,
2026-04-21 16:29:07,2026-04-21 16:47:06,0,,100,1079,1,2026-04-21 16:47:07,R_13a9mzGF2ejORi6,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team was awarded a performance bonus. The director awarded the bonus to Steve because he is the leader. Now, Steve will decide whether he would like to keep all of the bonus to himself, or share it with Max.",0,0,2.009,0,60.274,67.373,69.562,4,I chose that amount so it will also leave me a small portion of the bonus,31.641,31.641,39.899,1,,,,,14.059,33.788,37.316,5,0,0,0.222,0,0,5,65c11201144370ab3f4da47a,69e7a5bde85cfd1e1fa21880,69e7557895b8b62fbc3c50b8,1,I chose that amount so it will also leave me a small portion of the bonus,1,0.5,1,2,
2026-04-21 16:44:24,2026-04-21 16:47:32,0,,100,188,1,2026-04-21 16:47:33,R_71zRq6ZYdlG971n,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve is the leader and received a bonus for good work, and he has the option to allocate some to colleague Max or not.",0,0,2.007,0,1.036,8.285,13.943,6,"That way we both receive the same amount 
6-1.5= 4.5 for me
1.5*3= 4.5 for them",1.764,2.98,5.666,2,,,,,2.128,16.778,17.732,12,0,0,0.208,0,0,4.5,69cf2787992b07540ac359a9,69e7a95fceb160e83b911ee7,69e7557895b8b62fbc3c50b8,1.5,,0,1,1,2,
2026-04-21 16:45:25,2026-04-21 16:47:51,0,,100,146,1,2026-04-21 16:47:51,R_2rCwCMnZHTIn0bS,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has a decision to make regarding whether he shares the bonus that has been awarded due to the work on the project that he and Max undertook,0,0,2.018,0,4.49,5.749,8.498,2,It's only fair and ehtically correct,5.462,11.131,12.451,2,,,,,6.207,6.207,7.383,1,0,0,0.211,0,0,3,675230603ce35dd4658c4dd0,69e7a997a1a8d4c153e71b07,69e7557895b8b62fbc3c50b8,3,It's only fair and ehtically correct,3.5,2,1,2,
2026-04-21 16:40:56,2026-04-21 16:48:00,0,,100,424,1,2026-04-21 16:48:01,R_8U3YfJCnf3SrOk6,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve got given a full bonus for sales target. The company has said he can keep the full amount himself or he can give his team mate (who helped him) some of his bonus. Steve can decide what he wants to do. ,0,0,2.113,0,11.519,26.771,30.993,5,I wanted the best chance for us both to get a good bonus but this means player two would need to send me some back to make it even. To save myself something i have kept £1. ,6.575,13.633,15.004,2,,,,,24.494,24.494,25.516,1,0,0,0.219,0,0,1,5ecb75a89b41896d3d07e48c,69e7a88e147ce68c262318af,69e7557895b8b62fbc3c50b8,5,I wanted the best chance for us both to get a good bonus but this means player two would need to send me some back to make it even. To save myself something i have kept £1. ,7,2,1,2,
2026-04-21 16:41:44,2026-04-21 16:48:18,0,,100,393,1,2026-04-21 16:48:19,R_7iDgNwmlfWKnjl7,,,,,,,anonymous,EN,1,,,1,1,3,2,"Jame is in a financial bind and is offered money by a government agency that would cover his costs. His neighbor, Mark, whom he doesn't know well, but who is also financially strapped, did not received this same offer. James has to decide to split the payment or keep it all for himself.",0,0,2.109,0,3.193,4.337,8.507,2,"The second person might need it more than I do. I can always try to get by with what I have. Six dollars would have been a blessing, but I have what I have. I am out nothing by being kind.",14.26,14.26,16.691,1,,,,,12.208,12.208,13.102,1,0,0,0.209,0,0,0,69d5b0ffb5cb4431069d82d4,69e7a8bf70fccf9f8f00eeff,69e7557895b8b62fbc3c50b8,6,"The second person might need it more than I do. I can always try to get by with what I have. Six dollars would have been a blessing, but I have what I have. I am out nothing by being kind.",6,1,1,4,
2026-04-21 16:38:24,2026-04-21 16:48:27,0,,100,603,1,2026-04-21 16:48:27,R_8NKat9g6uDWZ5Nn,,,,,,,anonymous,EN,1,,,1,1,3,2,"James who was struggling for cash and had no savings received an unexpected windfall from a welfare agency.  Mark, who was an acquaintance was not accepted and James was torn as to whether he should share with him.",0,0,2.018,0,15.903,15.903,53.219,1,I chose that amount because I thought it fair to share with others as it was money I didn't have previously,26.934,26.934,29.65,1,,,,,11.564,21.124,22.4,2,0,0,0.109,0,0,3.5,57fa59ee279ffd000124c9ca,69e7a7eabd84fee2f8eca87c,69e7557895b8b62fbc3c50b8,2.5,I chose that amount because I thought it fair to share with others as it was money I didn't have previously,2,1.5,1,4,
2026-04-21 16:39:17,2026-04-21 16:48:33,0,,100,556,1,2026-04-21 16:48:34,R_6ikTviza53ROf73,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team earned a performance bonus for exceeding the sales target.  Steve must decide whether to keep the full bonus for himself or share a portion of it with his team member Max, who also made a significant contribution to the team's success.",0,0,2.022,0,14.549,19.063,23.442,4,"Player 2 will initially receive the same amount as Player 1, which would make them even, should Player 2 decide not to share any of his payment with Player 1.",4.628,18.122,19.37,5,,,,,,,,,0,0,0.224,0,1,4,69c53da41d95f78186dfce30,69e7a82d33111fa2093ffad7,69e7557895b8b62fbc3c50b8,2,"Player 2 will initially receive the same amount as Player 1, which would make them even, should Player 2 decide not to share any of his payment with Player 1.",0,,1,2,
2026-04-21 16:38:09,2026-04-21 16:48:57,0,,100,647,1,2026-04-21 16:48:57,R_22kMalu1AvBRySh,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve got a bonus at work which he felt he deserved because he had put in hours of hard work on his project.  However, his boss said that Steve could choose - keep all of the bonus for himself - or share it with his team mate Max who had contributed to the project's success. ",0,0,2.127,0,48.89,48.89,78.337,1,I chose to send the full amount because it is going to get multiplied by 3.  My hope (although it is a risk) is that they will then send half back to me and we will both benefit from the full amount.  I feel that if I sent less than $6 they might not feel that I am depriving them of the full amount and Im being greedy.  I feel tht $6 sends the message of let's be honest and share the full amount available to both of us and share it rather than cheat each other out of money.,11.2,11.2,12.407,1,,,,,26.297,26.297,27.663,1,0,0,0.212,0,0,0,6108481b7e3e68ccc1ded4f6,69e7a7e5ca03266fed0a72b4,69e7557895b8b62fbc3c50b8,6,I chose to send the full amount because it is going to get multiplied by 3.  My hope (although it is a risk) is that they will then send half back to me and we will both benefit from the full amount.  I feel that if I sent less than $6 they might not feel that I am depriving them of the full amount and Im being greedy.  I feel tht $6 sends the message of let's be honest and share the full amount available to both of us and share it rather than cheat each other out of money.,9,2,1,2,
2026-04-21 16:42:56,2026-04-21 16:49:13,0,,100,376,1,2026-04-21 16:49:13,R_8BX9QSkf1HvOp8r,,,,,,,anonymous,EN,1,,,1,1,3,2,"James and his neighbour is going through a rough financial patch, they both went to an agency but only James was selected. James is unsure whether to share some money to Mark or whether he should keep it all to himself.",0,0,2.016,0,8.865,8.865,22.803,1,Because he will get $6 in total ,7.164,10.302,11.566,3,,,,,,,,,0,0,0.214,0,0,4,6979421535f95e666abb38db,69e7a9053548e85d63d6a93d,69e7557895b8b62fbc3c50b8,2,Because he will get $6 in total ,0,,1,4,
2026-04-21 16:43:57,2026-04-21 16:49:20,0,,100,322,1,2026-04-21 16:49:20,R_7hsCiJq55FcHDSB,,,,,,,anonymous,EN,1,,,1,1,3,2,"James applied to an aid program to receive financial assistance and he was selected. When going to pick up his assistance, he ran into his neighbor, Mark, and found out that Mark did not get selected to receive assistance. ",0,0,2.113,0,8.036,22.757,24.131,6,I would be hesitant to send a lot of money because I would not know how much I would receive back. Sending a low amount of money ensures that I would not lose a lot. ,7.209,14.257,16.282,6,,,,,6.22,10.086,11.1,2,0,0,0.105,0,0,5,66479cbe39361370f0d85484,69e7a9422fe3f71138d92d82,69e7557895b8b62fbc3c50b8,1,I would be hesitant to send a lot of money because I would not know how much I would receive back. Sending a low amount of money ensures that I would not lose a lot. ,0.5,0,1,4,
2026-04-21 16:40:43,2026-04-21 16:50:12,0,,100,569,1,2026-04-21 16:50:13,R_8fiv4qlkNlXhI6i,,,,,,,anonymous,EN,1,,,1,1,3,2,"the story involves James receiving some financial assistance which he needs and he finds out his neighbour has been refused his application for it and James can not decide whether he should keep it all or share it with Mark

",0,0,2.013,0,22.739,30.85,32.545,5,it will be tripled so the other player will still receive $3,9.492,20.675,24.087,9,,,,,17.58,22.956,24.713,3,0,0,0.217,0,0,5,5a85b865eea3d300016e6e0f,69e7a7f9af5bf97c21f4c8d1,69e7557895b8b62fbc3c50b8,1,it will be tripled so the other player will still receive $3,1,1,1,4,
2026-04-21 16:45:12,2026-04-21 16:50:18,0,,100,306,1,2026-04-21 16:50:18,R_5VY9LvFxpPmhO2l,,,,,,,anonymous,EN,1,,,1,1,3,2,"I think that Steve should for sure share some of the bonus with Max, especially since Max contributed significantly to the team's success.",0,0,2.004,0,2.336,5.801,17.676,4,"By sending $1.5 dollars to the Participant 2, I will still have $4.5 left, and they will gain the SAME amount since the $1.5 will be multiplied by 3. So, we will both have an equal amount.",5.2,13.073,14.883,9,,,,,9.273,11.874,13.556,3,0,0,0.21,0,0,4.5,6675fdb5937edaed885b5a44,69e7a990e0aebd2009cf1f0a,69e7557895b8b62fbc3c50b8,1.5,"By sending $1.5 dollars to the Participant 2, I will still have $4.5 left, and they will gain the SAME amount since the $1.5 will be multiplied by 3. So, we will both have an equal amount.",1.5,2,1,2,
2026-04-21 16:43:31,2026-04-21 16:50:34,0,,100,423,1,2026-04-21 16:50:35,R_5HpENRPOZ749sJe,,,,,,,anonymous,EN,1,,,1,1,3,2,"James got government financial assistance when he needed it most, but he found out his neighbor was rejected from it. He's trying to decide now whether he keeps it for himself or shares some of it with mark.",0,0,2.107,0,12.896,17.067,23.107,2,"If i gave $2, then player 2 recieves 6. If they're fair and send half back, its the closest we can get to an equal split",7.097,11.1,11.869,2,,,,,,,,,0,0,0.211,0,0,4,699293129f0baf693f34d7db,69e7a92e5b84b1f972ecc99d,69e7557895b8b62fbc3c50b8,2,"If i gave $2, then player 2 recieves 6. If they're fair and send half back, its the closest we can get to an equal split",3,,1,4,
2026-04-21 16:42:50,2026-04-21 16:50:53,0,,100,483,1,2026-04-21 16:50:54,R_6lbhjAsX4JpKTFH,,,,,,,anonymous,EN,1,,,1,1,3,2,"James, who is struggling financially, was approved for financial assistance by the government while his neighbor Mark wasn't. James is now struggling to decide whether or not to keep the money to himself or give some to his neighbor even though they're not that close.",0,0,2.028,0,2.424,2.424,17.701,1,I wanted to be fair with the distribution of the bonus and I feel like I would be selfish if I give Player 2 so little.,3.344,5.725,7.971,2,,,,,6.52,9.888,11.226,3,0,0,0.214,0,0,3,65c10d09a62f4f913412bd71,69e7a902c4ee94859779b8a1,69e7557895b8b62fbc3c50b8,3,I wanted to be fair with the distribution of the bonus and I feel like I would be selfish if I give Player 2 so little.,2,1,1,4,
2026-04-21 16:29:09,2026-04-21 16:51:02,0,,100,1312,1,2026-04-21 16:51:02,R_5e8z8Xb97Rjn0lq,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and his team were rewarded with a bonus for doing excellent work in exceeding their sales target. But Steve, as the team lead, was the only one awarded the bonus. He was also given a choice to share with Max, his teammate, but that was up to his discretion",0,0,2.008,0,35.179,50.819,52.068,3,I decided to share equally so that I can still keep some money for myself while also having player 2 benefit from the share,43.075,47.762,51.325,2,,,,,70.15,75.319,94.542,2,0,0,0.204,0,0,3,6999829b8957fd234462a13f,69e7a5c4d0c3381d508fd5ea,69e7557895b8b62fbc3c50b8,3,I decided to share equally so that I can still keep some money for myself while also having player 2 benefit from the share,4,3,1,2,
2026-04-21 16:44:02,2026-04-21 16:51:30,0,,100,447,1,2026-04-21 16:51:30,R_2CEpt81pnEFVwde,,,,,,,anonymous,EN,1,,,1,1,3,2,"James and Mark both applied for financial assistance, James was selected and Mark wasn't. James faces a decision on whether or not to keep the money he recieves from this assistance to himself, or share with Mark.",0,0,2.007,0,4.29,4.29,8.759,1,"I sent the most amount, knowing that the amount would be tripled and hoped that participent 2 would split the money 50/50. ",7.633,7.633,11.108,1,,,,,15.681,15.681,16.888,1,0,0,0.206,0,0,0,69807caa96f959f9bd0b78f9,69e7a94a51e4461a5371be94,69e7557895b8b62fbc3c50b8,6,"I sent the most amount, knowing that the amount would be tripled and hoped that participent 2 would split the money 50/50. ",9,3,1,4,
