classification_id,memory_key,memory
WCLS08208,paying a little bit more than a friend at dinner as i had more food than them,paying a little bit more than a friend at dinner as i had more food than them
WCLS08209,paying a lot more than the thing's value,Paying a lot more than the thing's value
WCLS08210,paying a lower level of taxes,Paying a lower level of taxes
WCLS08211,paying a proportion when my partner takes me out for a drink,Paying a proportion when my partner takes me out for a drink
WCLS08212,paying a quick meal tab,Paying a quick meal tab
WCLS08213,paying a set price with no negotiating.,paying a set price with no negotiating.
WCLS08214,paying a small bill and therefor having less,paying a small bill and therefor having less
WCLS08215,paying a small debt to a money lender,Paying a small debt to a money lender
WCLS08216,paying a small donation for a work related charity drive,Paying a small donation for a work related charity drive
WCLS08217,paying a tax on my winnings.,Paying a tax on my winnings.
WCLS08218,paying a third of a meal bill at a restaurant,Paying a third of a meal bill at a restaurant
WCLS08219,paying a tip to a taxi driver,paying a tip to a taxi driver
WCLS08220,paying a tithe on some money but giving a bit more,Paying a tithe on some money but giving a bit more
WCLS08221,paying an owed amount,paying an owed amount
WCLS08222,paying back,paying back
WCLS08223,"paying back a friend for an uber share, split between a group.","Paying back a friend for an Uber share, split between a group."
WCLS08224,paying back a friend that purchased me crackers from the vending machine.,Paying back a friend that purchased me crackers from the vending machine.
WCLS08225,paying back a friend when my card got declined so they initially paid for me.,Paying back a friend when my card got declined so they initially paid for me.
WCLS08226,paying back a loan,paying back a loan
WCLS08227,paying back for lunch,paying back for lunch
WCLS08228,paying back for spotting you for a coffee,paying back for spotting you for a coffee
WCLS08229,paying back money that i have borrowed,paying back money that i have borrowed
WCLS08230,paying back money that i owed,paying back money that i owed
WCLS08231,paying back my previous loan to them,paying back my previous loan to them
WCLS08232,paying back some money i owe.,Paying back some money I owe.
WCLS08233,paying back some one for a drink at the bar,paying back some one for a drink at the bar
WCLS08234,paying back someone who is very stingy with money who paid for a coffee.,paying back someone who is very stingy with money who paid for a coffee.
WCLS08235,paying back something of low value but could contribute to a higher value owed,Paying back something of low value but could contribute to a higher value owed
WCLS08236,paying bills after payday - earnings are received and a chunk of earnings has to go to others to pay bills / tax.,Paying bills after payday - earnings are received and a chunk of earnings has to go to others to pay bills / tax.
WCLS08237,paying credit card debt,paying credit card debt
WCLS08238,paying exactly the agreed upon price on amazon,paying exactly the agreed upon price on amazon
WCLS08239,paying extra for a job well done,Paying extra for a job well done
WCLS08240,paying extra for an item of food during shopping which was falsely advertised as being cheaper than it is.,Paying extra for an item of food during shopping which was falsely advertised as being cheaper than it is.
WCLS08241,paying for 2 coffees whilst out with a friend.,Paying for 2 coffees whilst out with a friend.
WCLS08242,paying for a beer,Paying for a beer
WCLS08243,paying for a book for them.,Paying for a book for them.
WCLS08244,paying for a breakfast desert and coffee for someone.,Paying for a breakfast desert and coffee for someone.
WCLS08245,paying for a bus journey for my friend,Paying for a bus journey for my friend
WCLS08246,paying for a coffee,paying for a coffee
WCLS08247,paying for a coffee for someone,Paying for a coffee for someone
WCLS08248,paying for a coffee in a cafe.,Paying for a coffee in a cafe.
WCLS08249,paying for a cup of coffee for a friend,Paying for a cup of coffee for a friend
WCLS08250,paying for a drink,paying for a drink
WCLS08251,paying for a drink in a bar,paying for a drink in a bar
WCLS08252,paying for a friends coffee,Paying for a friends coffee
WCLS08253,paying for a good or service,Paying for a good or service
WCLS08254,paying for a job,Paying for a job
WCLS08255,paying for a movie matinee ticket,Paying for a movie matinee ticket
WCLS08256,paying for a pint,Paying for a pint
WCLS08257,paying for a pint for someone from afar,Paying for a pint for someone from afar
WCLS08258,paying for a playgroup session for my son. we went to soft play today and that was £4,Paying for a playgroup session for my son. We went to Soft play today and that was £4
WCLS08259,paying for a scratch card via my bank account.,Paying for a scratch card via my bank account.
WCLS08260,paying for a service,Paying for a service
WCLS08261,paying for a service.,Paying for a service.
WCLS08262,"paying for a small amount of essentials, bread milk etc","Paying for a small amount of essentials, bread milk etc"
WCLS08263,paying for a small product,paying for a small product
WCLS08264,"paying for a small service or product, maybe half of a joint gift","Paying for a small service or product, maybe half of a joint gift"
WCLS08265,paying for a snack,Paying for a snack
WCLS08266,paying for a taxi.,Paying for a taxi.
WCLS08267,paying for a team lunch,Paying for a team lunch
WCLS08268,paying for a third of something,Paying for a third of something
WCLS08269,paying for a tip in bar to help out a friend,paying for a tip in bar to help out a friend
