"classification_id","memory"
"WCLS11685","This will be similar to not having to adjust a price due to having not being charged for a tasked that was carried out"
"WCLS11686","This will be similar to the cost of a administrative fee/cost"
"WCLS11687","This will be very important since we have equal shares"
"WCLS11688","This will not be good. Looks to me like what happens in companies where its only the people up there that gain all the money/profit. I have worked for organizations in the past where you just know that you are slaving it out. But what could i have done? Nothing. This was the time i needed a lot of money"
"WCLS11689","this would also be a mistake"
"WCLS11690","THis would also fall under a similarity of family with me - everything is 50/50"
"WCLS11691","This would also mean changing the price by a third."
"WCLS11692","This would also mean that both my friend and i receive an equal share of profit or earnings."
"WCLS11693","this would be 50/50 split and this happens when i go out for dinner with someone"
"WCLS11694","This would be a 50% discount. it's a half-off deal."
"WCLS11695","This would be a 50/50 split with the bonus so we would receive $6 which is the most smart move to actually receive a bonus"
"WCLS11696","This would be a better outcome for me as the data provider, it was the agreed price and I could live with that."
"WCLS11697","this would be a big sale to do it at this price"
"WCLS11698","this would be a fair amount"
"WCLS11699","This would be a fair option to slit the money equals"
"WCLS11700","This would be a fair sharing, and would be like gaining payment for work that myself and the other person did together and so deserved a 50:50 split"
"WCLS11701","This would be a fair way to split the money between two people who have worked equally."
"WCLS11702","this would be a gift like christmas and sharing"
"WCLS11703","This would be a good discount, like a black Friday deal."
"WCLS11704","This would be a kind of rug-pull scam where you're quoted one price and then asked for more when you go to check out."
"WCLS11705","this would be a negative price im my opinion"
